order_id,customer_id,gender,age,city,product,category,order_datequatity,,unitprice,total_amount
2361,C1342,F,18,Ottawa,Serum,Beauty,2025-08-05,1,39.03,39.03
2362,C1400,M,31,Ottawa,Keyboard,Electronics,2025-06-03,3,36.85,110.55
2363,C0220,F,37,Winnipeg,Mouse,Electronics,2025-03-03,1,26.98,26.98
2364,C1373,M,45,Vancouver,Mouse,Electronics,2025-08-28,1,26.46,26.46
2365,C1447,F,35,Ottawa,Headphones,Electronics,2025-07-09,1,73.51,73.51
2366,C1257,F,20,Edmonton,Shampoo,Beauty,2025-05-26,2,10.89,21.78
2367,C0300,F,44,Edmonton,Shampoo,Beauty,2025-01-10,3,12.72,38.16
2368,C1011,M,23,Montreal,Charger,Electronics,2025-10-19,1,18.55,18.55
2369,C1156,M,21,Winnipeg,Headphones,Electronics,2025-05-10,3,66.11,198.33
2370,C0920,F,18,Halifax,Kettle,Home,2025-03-01,1,28.43,28.43
2371,C0426,M,38,Calgary,Kettle,Home,2025-06-24,1,26.68,26.68
2372,C0635,M,52,Winnipeg,Jeans,Clothing,2025-03-14,3,56.77,170.31
2373,C0945,M,45,Edmonton,Kettle,Home,2025-08-27,1,28.61,28.61
2374,C0978,F,35,Winnipeg,Charger,Electronics,2025-06-28,1,18.43,18.43
2375,C0234,M,52,Winnipeg,Vacuum,Home,2025-03-08,1,154.68,154.68
2376,C0090,M,38,Toronto,Lotion,Beauty,2025-03-22,2,21.7,43.4
2377,C1004,F,33,Halifax,Headphones,Electronics,2025-03-18,2,65.26,130.52
2378,C0759,M,43,Winnipeg,Air Fryer,Home,2025-09-05,3,112.14,336.42
2379,C0660,M,56,Calgary,Keyboard,Electronics,2025-07-14,1,38.73,38.73
2380,C0755,F,26,Ottawa,Lamp,Home,2025-03-09,3,39.68,119.04
2381,C1441,F,40,Edmonton,Jacket,Clothing,2025-02-25,1,86.17,86.17
2382,C0452,M,19,Montreal,Hoodie,Clothing,2025-04-09,2,43.69,87.38
2383,C1494,F,20,Montreal,Sneakers,Clothing,2025-09-27,2,76.99,153.98
2384,C0932,F,50,Calgary,Keyboard,Electronics,2025-03-17,1,43.85,43.85
2385,C0048,F,41,Vancouver,Camera,Electronics,2025-03-07,1,327.99,327.99
2386,C0223,M,40,Toronto,Smartwatch,Electronics,2025-02-02,1,160.02,160.02
2387,C0713,M,23,Ottawa,Mouse,Electronics,2025-09-26,2,24.42,48.84
2388,C0466,F,38,Ottawa,Air Fryer,Home,2025-01-30,1,110.87,110.87
2389,C1084,M,64,Winnipeg,Lamp,Home,2025-01-26,1,39.04,39.04
2390,C1304,M,22,Halifax,Blender,Home,2025-07-29,1,82.62,82.62
2391,C0017,M,30,Calgary,Keyboard,Electronics,2025-09-26,1,39.71,39.71
2392,C1345,M,57,Montreal,Shampoo,Beauty,2025-05-03,2,11.46,22.92
2393,C0679,F,30,Montreal,Camera,Electronics,2025-02-02,1,299.52,299.52
2394,C1101,M,36,Vancouver,Shampoo,Beauty,2025-05-23,1,12.14,12.14
2395,C0471,M,26,Halifax,Jeans,Clothing,2025-05-25,2,58.77,117.54
2396,C0989,M,20,Toronto,Headphones,Electronics,2025-09-19,2,65.14,130.28
2397,C0829,F,48,Winnipeg,Lipstick,Beauty,2025-01-05,1,13.6,13.6
2398,C1125,F,63,Ottawa,Serum,Beauty,2025-06-10,1,36.08,36.08
2399,C0540,F,56,Calgary,Toaster,Home,2025-05-24,3,38.36,115.08
2400,C1287,M,30,Winnipeg,Lamp,Home,2025-06-01,1,42.63,42.63
2401,C0206,M,58,Vancouver,Charger,Electronics,2025-01-05,3,20.38,61.14
2402,C0480,F,28,Halifax,Perfume,Beauty,2025-07-14,1,48.86,48.86
2403,C0073,F,58,Toronto,Mouse,Electronics,2025-05-05,1,24.73,24.73
2404,C1462,M,28,Ottawa,Headphones,Electronics,2025-03-17,1,76.77,76.77
2405,C0582,M,63,Toronto,Vacuum,Home,2025-06-18,1,143.89,143.89
2406,C0719,F,64,Ottawa,Vacuum,Home,2025-08-05,3,142.21,426.63
2407,C0542,M,18,Edmonton,Mouse,Electronics,2025-07-02,4,25.69,102.76
2408,C1438,F,52,Halifax,Perfume,Beauty,2025-04-23,4,43.9,175.6
2409,C0656,M,52,Toronto,Jacket,Clothing,2025-10-03,3,92.27,276.81
2410,C0758,F,20,Toronto,Camera,Electronics,2025-06-27,2,307.52,615.04
2411,C0780,F,21,Edmonton,Blender,Home,2025-05-05,2,87,174
2412,C1237,M,41,Calgary,Shampoo,Beauty,2025-10-18,2,11.46,22.92
2413,C0771,F,47,Winnipeg,Charger,Electronics,2025-07-18,1,18.2,18.2
2414,C0067,F,49,Winnipeg,Mascara,Beauty,2025-05-18,1,19.48,19.48
2415,C1446,F,37,Vancouver,Smartwatch,Electronics,2025-08-06,2,172.26,344.52
2416,C0854,F,53,Montreal,T-Shirt,Clothing,2025-10-24,3,21.88,65.64
2417,C1493,M,30,Toronto,Camera,Electronics,2025-06-17,2,333.86,667.72
2418,C0371,M,56,Calgary,Serum,Beauty,2025-05-14,2,39.39,78.78
2419,C0364,F,21,Winnipeg,Mascara,Beauty,2025-06-10,1,18.21,18.21
2420,C0400,F,45,Halifax,Mouse,Electronics,2025-09-29,2,23.13,46.26
2421,C0850,F,57,Edmonton,Lipstick,Beauty,2025-10-07,4,14.07,56.28
2422,C0260,M,60,Montreal,Lipstick,Beauty,2025-09-05,1,14.37,14.37
2423,C1069,F,24,Vancouver,Lamp,Home,2025-08-10,3,43.12,129.36
2424,C0898,M,26,Vancouver,Keyboard,Electronics,2025-06-21,1,37.38,37.38
2425,C1311,F,39,Toronto,Camera,Electronics,2025-09-16,2,347.06,694.12
2426,C1353,F,21,Halifax,Jeans,Clothing,2025-09-13,3,55.25,165.75
2427,C0315,F,53,Edmonton,Perfume,Beauty,2025-06-17,1,46.94,46.94
2428,C0907,F,50,Winnipeg,Dress,Clothing,2025-04-30,1,55.32,55.32
2429,C1443,M,23,Halifax,Headphones,Electronics,2025-01-19,1,66.77,66.77
2430,C1329,F,20,Halifax,Dress,Clothing,2025-10-23,1,65.5,65.5
2431,C0940,F,52,Halifax,Toaster,Home,2025-09-04,1,33.36,33.36
2432,C0229,F,50,Halifax,Jacket,Clothing,2025-07-24,1,86.34,86.34
2433,C0750,F,24,Winnipeg,T-Shirt,Clothing,2025-03-08,3,18.79,56.37
2434,C1210,M,58,Halifax,Mouse,Electronics,2025-07-04,1,23.15,23.15
2435,C0118,F,52,Halifax,Jacket,Clothing,2025-04-18,1,85.2,85.2
2436,C0126,M,64,Edmonton,Camera,Electronics,2025-06-14,3,329.11,987.33
2437,C0986,F,20,Ottawa,Charger,Electronics,2025-05-01,3,19.82,59.46
2438,C0132,M,60,Halifax,Mouse,Electronics,2025-03-25,2,25.27,50.54
2439,C1185,M,35,Vancouver,Charger,Electronics,2025-10-29,1,18.49,18.49
2440,C0346,F,20,Calgary,Serum,Beauty,2025-09-18,1,40.3,40.3
2441,C0084,F,56,Halifax,Charger,Electronics,2025-04-17,1,21.14,21.14
2442,C0042,F,44,Toronto,Mouse,Electronics,2025-05-03,1,22.61,22.61
2443,C0435,F,26,Vancouver,Air Fryer,Home,2025-03-14,2,107.44,214.88
2444,C1190,M,34,Toronto,T-Shirt,Clothing,2025-06-03,1,18.28,18.28
2445,C1451,M,58,Winnipeg,Mouse,Electronics,2025-10-16,2,26.46,52.92
2446,C0048,M,59,Ottawa,Keyboard,Electronics,2025-04-07,1,41.9,41.9
2447,C1066,F,62,Vancouver,Mascara,Beauty,2025-10-19,1,19.45,19.45
2448,C0185,F,22,Toronto,Lipstick,Beauty,2025-10-05,1,14.21,14.21
2449,C1256,M,63,Halifax,Serum,Beauty,2025-09-11,2,37.67,75.34
2450,C0401,M,21,Calgary,Smartwatch,Electronics,2025-03-23,1,149.9,149.9
2451,C1161,F,31,Winnipeg,Mascara,Beauty,2025-01-17,1,17.54,17.54
2452,C1257,F,46,Halifax,Dress,Clothing,2025-10-27,1,60.27,60.27
2453,C1392,M,28,Vancouver,Keyboard,Electronics,2025-06-29,1,36.43,36.43
2454,C1417,F,39,Ottawa,Mouse,Electronics,2025-08-04,2,26.07,52.14
2455,C0971,M,59,Montreal,Headphones,Electronics,2025-01-22,1,70.61,70.61
2456,C0502,F,22,Montreal,Shampoo,Beauty,2025-08-24,1,12.79,12.79
2457,C0367,M,29,Toronto,Charger,Electronics,2025-07-30,3,19.09,57.27
2458,C1135,F,38,Vancouver,Vacuum,Home,2025-10-13,1,162.1,162.1
2459,C0261,M,32,Vancouver,Mouse,Electronics,2025-07-26,1,27.49,27.49
2460,C1088,F,41,Winnipeg,Camera,Electronics,2025-09-12,1,346.84,346.84
2461,C0692,M,30,Winnipeg,Jacket,Clothing,2025-01-11,1,95,95
2462,C0500,M,49,Ottawa,Dress,Clothing,2025-02-03,1,63.75,63.75
2463,C1084,F,43,Montreal,Vacuum,Home,2025-05-01,2,152.21,304.42
2464,C1113,M,57,Halifax,Headphones,Electronics,2025-08-24,2,65.66,131.32
2465,C0356,F,43,Edmonton,Kettle,Home,2025-07-02,1,28.99,28.99
2466,C1393,M,53,Calgary,Lotion,Beauty,2025-03-19,2,20.85,41.7
2467,C0646,M,62,Edmonton,Charger,Electronics,2025-05-03,1,21.94,21.94
2468,C0856,M,47,Montreal,Shampoo,Beauty,2025-10-03,1,12.1,12.1
2469,C0405,M,64,Vancouver,Headphones,Electronics,2025-07-27,2,66.8,133.6
2470,C0018,M,26,Calgary,Charger,Electronics,2025-07-05,1,20.73,20.73
2471,C0368,F,41,Halifax,Lipstick,Beauty,2025-01-17,1,16.44,16.44
2472,C1281,F,55,Winnipeg,Jacket,Clothing,2025-10-17,3,84.19,252.57
2473,C0221,M,35,Calgary,T-Shirt,Clothing,2025-09-11,1,19.3,19.3
2474,C0273,M,26,Ottawa,Blender,Home,2025-04-09,1,85.71,85.71
2475,C0965,M,39,Edmonton,Headphones,Electronics,2025-05-27,2,65.38,130.76
2476,C1401,F,55,Halifax,Jeans,Clothing,2025-04-24,2,49.74,99.48
2477,C1271,F,38,Toronto,Perfume,Beauty,2025-04-07,2,43.53,87.06
2478,C1414,M,24,Toronto,Lamp,Home,2025-06-19,1,42.92,42.92
2479,C1271,M,29,Ottawa,Shampoo,Beauty,2025-07-18,1,10.9,10.9
2480,C0173,F,53,Winnipeg,Kettle,Home,2025-06-26,1,27.6,27.6
2481,C1352,M,28,Vancouver,Lipstick,Beauty,2025-05-04,1,15.79,15.79
2482,C0123,F,20,Vancouver,Jacket,Clothing,2025-06-06,1,98.16,98.16
2483,C0467,F,44,Toronto,Jeans,Clothing,2025-04-05,2,60.34,120.68
2484,C0636,M,24,Montreal,Lipstick,Beauty,2025-10-13,1,14.77,14.77
2485,C0816,F,19,Ottawa,Charger,Electronics,2025-04-09,1,21.8,21.8
2486,C0690,M,27,Montreal,Jeans,Clothing,2025-08-23,1,49.89,49.89
2487,C1255,F,20,Ottawa,Mouse,Electronics,2025-07-09,4,26.23,104.92
2488,C1336,F,34,Ottawa,Jeans,Clothing,2025-10-21,3,56.57,169.71
2489,C0649,F,60,Toronto,Headphones,Electronics,2025-09-30,5,66.49,332.45
2490,C1500,M,18,Toronto,Camera,Electronics,2025-01-18,1,320.47,320.47
2491,C1214,F,51,Edmonton,Smartwatch,Electronics,2025-06-23,1,148.15,148.15
2492,C0501,M,30,Montreal,Mascara,Beauty,2025-04-30,1,19.34,19.34
2493,C1311,F,31,Vancouver,Air Fryer,Home,2025-09-13,2,106.87,213.74
2494,C0321,F,34,Calgary,Keyboard,Electronics,2025-04-06,1,41.01,41.01
2495,C0061,F,51,Edmonton,Headphones,Electronics,2025-01-31,1,65.22,65.22
2496,C1162,F,34,Montreal,Camera,Electronics,2025-04-07,1,301.19,301.19
2497,C0126,F,58,Winnipeg,Mouse,Electronics,2025-07-12,1,27.46,27.46
2498,C0192,F,42,Ottawa,Dress,Clothing,2025-08-21,1,63.04,63.04
2499,C1238,F,61,Calgary,T-Shirt,Clothing,2025-02-15,1,21.85,21.85
2500,C0193,F,47,Calgary,Headphones,Electronics,2025-10-18,1,67.14,67.14
2501,C0589,F,65,Halifax,Hoodie,Clothing,2025-08-24,1,41.98,41.98
2502,C1047,F,53,Halifax,Vacuum,Home,2025-02-18,1,150.09,150.09
2503,C0743,M,28,Edmonton,Mouse,Electronics,2025-06-11,2,24.97,49.94
2504,C0383,M,38,Calgary,T-Shirt,Clothing,2025-10-12,1,18.7,18.7
2505,C1180,F,37,Edmonton,Mascara,Beauty,2025-05-14,2,18.84,37.68
2506,C1117,F,46,Calgary,Mascara,Beauty,2025-09-14,1,17.5,17.5
2507,C0826,M,21,Edmonton,Dress,Clothing,2025-07-02,1,56.24,56.24
2508,C0704,M,51,Edmonton,Mouse,Electronics,2025-01-27,1,24.16,24.16
2509,C0609,M,59,Calgary,Dress,Clothing,2025-05-20,4,60.76,243.04
2510,C1154,M,58,Montreal,T-Shirt,Clothing,2025-09-17,1,20.91,20.91
2511,C1451,M,34,Halifax,Mascara,Beauty,2025-03-21,1,17.93,17.93
2512,C0225,F,29,Toronto,Jacket,Clothing,2025-06-29,1,90.46,90.46
2513,C0012,F,21,Toronto,Smartwatch,Electronics,2025-09-24,1,148.45,148.45
2514,C0348,F,58,Winnipeg,Keyboard,Electronics,2025-02-21,1,43.32,43.32
2515,C0803,F,31,Ottawa,Kettle,Home,2025-03-25,1,30.4,30.4
2516,C0074,M,21,Vancouver,Hoodie,Clothing,2025-06-05,1,46.65,46.65
2517,C1135,M,51,Winnipeg,Mascara,Beauty,2025-04-14,1,16.26,16.26
2518,C0889,M,35,Montreal,Smartwatch,Electronics,2025-04-07,2,161.19,322.38
2519,C0197,F,30,Calgary,Kettle,Home,2025-05-05,1,28.72,28.72
2520,C0191,M,27,Toronto,Blender,Home,2025-07-02,1,93.41,93.41
2521,C0937,M,31,Ottawa,Lamp,Home,2025-02-23,3,43.97,131.91
2522,C1088,M,26,Calgary,Perfume,Beauty,2025-10-29,2,48.22,96.44
2523,C0651,M,60,Ottawa,Camera,Electronics,2025-06-13,1,292.09,292.09
2524,C0494,F,37,Calgary,Mouse,Electronics,2025-05-29,1,27.27,27.27
2525,C1089,F,18,Edmonton,Sneakers,Clothing,2025-10-17,2,86.92,173.84
2526,C0663,F,61,Calgary,Serum,Beauty,2025-03-28,1,40.29,40.29
2527,C0260,M,46,Toronto,Serum,Beauty,2025-06-11,3,37.29,111.87
2528,C0169,M,34,Halifax,Jeans,Clothing,2025-06-17,1,53.02,53.02
2529,C0177,F,25,Toronto,Lipstick,Beauty,2025-05-15,1,14.89,14.89
2530,C1169,M,34,Halifax,Jeans,Clothing,2025-03-31,3,51.12,153.36
2531,C0587,M,38,Calgary,Toaster,Home,2025-03-22,4,34,136
2532,C0055,M,42,Toronto,Dress,Clothing,2025-08-19,1,64.29,64.29
2533,C0634,M,37,Winnipeg,Keyboard,Electronics,2025-03-30,2,36.3,72.6
2534,C0539,M,42,Montreal,Lipstick,Beauty,2025-10-20,1,13.95,13.95
2535,C0687,M,38,Calgary,Vacuum,Home,2025-01-02,2,138.75,277.5
2536,C0136,M,30,Toronto,Hoodie,Clothing,2025-08-10,3,44.13,132.39
2537,C1396,M,30,Ottawa,Toaster,Home,2025-01-17,1,38.48,38.48
2538,C1047,M,64,Ottawa,Lotion,Beauty,2025-07-15,1,18.69,18.69
2539,C0538,M,47,Ottawa,Blender,Home,2025-04-30,1,78.97,78.97
2540,C0162,F,30,Vancouver,Air Fryer,Home,2025-08-30,1,119.13,119.13
2541,C0160,M,57,Ottawa,Blender,Home,2025-06-23,1,91.49,91.49
2542,C0518,M,24,Edmonton,Blender,Home,2025-02-01,2,77.05,154.1
2543,C1401,F,59,Halifax,Jeans,Clothing,2025-10-02,1,57.77,57.77
2544,C0315,M,29,Ottawa,Toaster,Home,2025-07-14,1,36.09,36.09
2545,C0690,F,19,Montreal,Mascara,Beauty,2025-01-04,2,18.96,37.92
2546,C0708,F,31,Montreal,Charger,Electronics,2025-10-08,1,19.98,19.98
2547,C1241,M,59,Vancouver,Mascara,Beauty,2025-01-21,1,19.77,19.77
2548,C0264,F,34,Montreal,Smartwatch,Electronics,2025-08-26,1,145.4,145.4
2549,C0942,F,30,Toronto,Smartwatch,Electronics,2025-04-03,1,151.5,151.5
2550,C0340,M,18,Ottawa,Perfume,Beauty,2025-03-30,1,44.07,44.07
2551,C0462,F,64,Halifax,Mouse,Electronics,2025-04-23,2,24.75,49.5
2552,C1185,F,18,Toronto,Mascara,Beauty,2025-08-09,1,19.52,19.52
2553,C0314,F,64,Winnipeg,Dress,Clothing,2025-04-08,2,60.72,121.44
2554,C0884,M,43,Vancouver,Jacket,Clothing,2025-05-22,2,81.81,163.62
2555,C0131,F,64,Toronto,Serum,Beauty,2025-05-30,2,37.3,74.6
2556,C0079,F,63,Edmonton,Jeans,Clothing,2025-02-17,1,54.08,54.08
2557,C0667,F,30,Toronto,Smartwatch,Electronics,2025-02-20,1,174.9,174.9
2558,C1491,F,51,Toronto,Mouse,Electronics,2025-07-27,3,25.5,76.5
2559,C0065,M,57,Edmonton,Mascara,Beauty,2025-01-11,1,18.49,18.49
2560,C0569,M,26,Montreal,Charger,Electronics,2025-09-27,1,20.85,20.85
2561,C1443,M,36,Ottawa,Air Fryer,Home,2025-09-20,2,115.94,231.88
2562,C0948,M,40,Edmonton,Kettle,Home,2025-07-16,2,28.76,57.52
2563,C0947,M,58,Toronto,Lotion,Beauty,2025-07-05,1,18.95,18.95
2564,C0785,F,45,Winnipeg,Perfume,Beauty,2025-10-23,2,48.37,96.74
2565,C0052,F,47,Calgary,Headphones,Electronics,2025-08-09,1,73.25,73.25
2566,C0944,F,24,Ottawa,Camera,Electronics,2025-03-22,1,335.48,335.48
2567,C0826,M,31,Ottawa,Lotion,Beauty,2025-08-10,2,21.99,43.98
2568,C1050,M,19,Calgary,Mouse,Electronics,2025-06-19,2,26.51,53.02
2569,C1051,F,29,Vancouver,Dress,Clothing,2025-03-27,5,63.95,319.75
2570,C1304,M,60,Vancouver,Sneakers,Clothing,2025-02-13,1,92.67,92.67
2571,C0337,M,19,Halifax,Charger,Electronics,2025-09-18,2,18.6,37.2
2572,C0139,M,45,Ottawa,Sneakers,Clothing,2025-04-14,1,84.96,84.96
2573,C0392,F,45,Montreal,Mouse,Electronics,2025-10-11,1,25.4,25.4
2574,C0234,M,29,Edmonton,Charger,Electronics,2025-08-16,2,19.32,38.64
2575,C0432,F,47,Vancouver,Lotion,Beauty,2025-07-07,1,21.36,21.36
2576,C0288,F,64,Vancouver,Vacuum,Home,2025-05-01,1,157.87,157.87
2577,C0029,F,57,Toronto,Sneakers,Clothing,2025-05-29,1,88.76,88.76
2578,C1130,F,57,Toronto,Toaster,Home,2025-02-26,1,38.48,38.48
2579,C0608,F,39,Vancouver,Smartwatch,Electronics,2025-07-08,1,152.3,152.3
2580,C0504,M,35,Montreal,Air Fryer,Home,2025-02-07,1,115.18,115.18
2581,C0633,M,31,Toronto,Lipstick,Beauty,2025-07-20,1,15.15,15.15
2582,C0616,F,42,Edmonton,Sneakers,Clothing,2025-08-17,1,81.82,81.82
2583,C1201,F,27,Halifax,Camera,Electronics,2025-05-11,2,298.28,596.56
2584,C0653,F,53,Montreal,Keyboard,Electronics,2025-06-20,3,43.17,129.51
2585,C1408,F,65,Edmonton,Smartwatch,Electronics,2025-02-04,1,163.05,163.05
2586,C0298,M,65,Edmonton,Kettle,Home,2025-07-20,1,29.82,29.82
2587,C1290,F,26,Ottawa,Lipstick,Beauty,2025-06-17,2,15.14,30.28
2588,C1178,M,28,Edmonton,Blender,Home,2025-09-03,1,80.24,80.24
2589,C0794,M,44,Edmonton,Shampoo,Beauty,2025-08-12,1,11.61,11.61
2590,C0725,F,30,Halifax,Kettle,Home,2025-02-27,2,27.34,54.68
2591,C0919,F,18,Montreal,Dress,Clothing,2025-10-17,1,65.68,65.68
2592,C0940,F,56,Toronto,T-Shirt,Clothing,2025-01-25,1,18.02,18.02
2593,C1100,F,28,Winnipeg,Headphones,Electronics,2025-02-01,1,76.8,76.8
2594,C1195,F,20,Winnipeg,Charger,Electronics,2025-04-20,1,21.92,21.92
2595,C0760,M,19,Winnipeg,Shampoo,Beauty,2025-04-11,1,13.19,13.19
2596,C0826,F,63,Halifax,Toaster,Home,2025-05-30,2,34.84,69.68
2597,C0844,F,59,Edmonton,Lipstick,Beauty,2025-07-12,2,16.39,32.78
2598,C0100,F,41,Calgary,Smartwatch,Electronics,2025-04-19,1,156.66,156.66
2599,C0274,F,37,Montreal,Smartwatch,Electronics,2025-10-04,5,144.84,724.2
2600,C0298,M,57,Vancouver,Mascara,Beauty,2025-08-21,2,17.01,34.02
2601,C0212,M,32,Edmonton,Vacuum,Home,2025-01-21,1,163.36,163.36
2602,C1026,F,23,Edmonton,Mascara,Beauty,2025-09-09,1,16.25,16.25
2603,C0956,M,37,Winnipeg,Blender,Home,2025-01-14,1,85.78,85.78
2604,C0289,F,39,Montreal,Headphones,Electronics,2025-08-03,3,64.06,192.18
2605,C0209,F,19,Montreal,Lipstick,Beauty,2025-01-24,1,14.36,14.36
2606,C0612,F,32,Montreal,Headphones,Electronics,2025-01-20,2,64.23,128.46
2607,C0697,F,65,Vancouver,Perfume,Beauty,2025-07-21,1,48.24,48.24
2608,C0446,M,51,Halifax,Shampoo,Beauty,2025-02-21,1,12.22,12.22
2609,C0191,F,63,Edmonton,Lamp,Home,2025-07-05,1,43.22,43.22
2610,C0841,F,48,Montreal,Perfume,Beauty,2025-07-26,2,46.7,93.4
2611,C0671,F,47,Calgary,T-Shirt,Clothing,2025-04-05,1,21.88,21.88
2612,C0597,M,45,Vancouver,Serum,Beauty,2025-09-23,1,38.08,38.08
2613,C1046,F,50,Calgary,Mascara,Beauty,2025-01-15,1,18.5,18.5
2614,C0273,M,58,Winnipeg,Lamp,Home,2025-06-24,3,40.61,121.83
2615,C1155,F,38,Calgary,Keyboard,Electronics,2025-08-07,2,39.87,79.74
2616,C0289,F,63,Calgary,Mascara,Beauty,2025-01-10,1,19.25,19.25
2617,C0192,M,40,Vancouver,Keyboard,Electronics,2025-01-19,3,41.16,123.48
2618,C0266,F,59,Toronto,Lotion,Beauty,2025-03-09,1,21.21,21.21
2619,C0836,M,30,Vancouver,T-Shirt,Clothing,2025-10-05,1,21.15,21.15
2620,C0243,F,62,Montreal,Keyboard,Electronics,2025-10-21,1,37.53,37.53
2621,C0678,F,43,Edmonton,Blender,Home,2025-01-15,1,87.55,87.55
2622,C0992,F,36,Calgary,Jeans,Clothing,2025-04-24,1,51.7,51.7
2623,C0681,M,44,Montreal,Smartwatch,Electronics,2025-10-27,2,162.67,325.34
2624,C0212,M,57,Halifax,Jacket,Clothing,2025-06-07,2,93.19,186.38
2625,C0701,M,24,Calgary,Smartwatch,Electronics,2025-04-14,2,175.91,351.82
2626,C0911,M,42,Halifax,T-Shirt,Clothing,2025-10-07,2,18.12,36.24
2627,C0820,F,57,Halifax,Lotion,Beauty,2025-03-27,2,18.36,36.72
2628,C0008,M,53,Calgary,Air Fryer,Home,2025-04-04,1,100.69,100.69
2629,C1464,M,24,Edmonton,Mouse,Electronics,2025-06-23,2,24.49,48.98
2630,C0586,F,37,Montreal,Camera,Electronics,2025-08-30,1,340.58,340.58
2631,C0078,F,41,Ottawa,Toaster,Home,2025-09-19,3,37.41,112.23
2632,C0892,F,45,Calgary,Kettle,Home,2025-10-21,1,29.33,29.33
2633,C0699,M,22,Edmonton,Perfume,Beauty,2025-10-09,1,48.57,48.57
2634,C1238,F,53,Ottawa,Shampoo,Beauty,2025-05-27,2,11.57,23.14
2635,C1203,M,48,Vancouver,Air Fryer,Home,2025-01-02,2,100.94,201.88
2636,C0571,M,50,Calgary,Vacuum,Home,2025-03-09,1,136.74,136.74
2637,C1053,F,41,Winnipeg,Sneakers,Clothing,2025-03-10,1,90.99,90.99
2638,C0605,F,27,Halifax,Toaster,Home,2025-02-16,1,36.61,36.61
2639,C0062,F,55,Calgary,Hoodie,Clothing,2025-03-05,4,46.79,187.16
2640,C1159,M,61,Edmonton,Vacuum,Home,2025-03-21,1,145.19,145.19
2641,C0428,F,22,Vancouver,Camera,Electronics,2025-09-11,1,312.31,312.31
2642,C1158,M,48,Montreal,Mascara,Beauty,2025-08-25,1,19.65,19.65
2643,C0483,M,26,Montreal,Blender,Home,2025-05-19,1,77.58,77.58
2644,C0830,M,49,Ottawa,Blender,Home,2025-09-21,1,89.65,89.65
2645,C1092,M,58,Halifax,Serum,Beauty,2025-06-03,2,36.55,73.1
2646,C1486,F,22,Vancouver,Smartwatch,Electronics,2025-05-12,3,145.25,435.75
2647,C0765,M,44,Calgary,Dress,Clothing,2025-08-14,1,62.91,62.91
2648,C0454,M,45,Halifax,Headphones,Electronics,2025-04-02,2,67.63,135.26
2649,C0017,M,60,Halifax,Charger,Electronics,2025-04-28,1,20.89,20.89
2650,C0945,M,29,Ottawa,Smartwatch,Electronics,2025-05-06,1,166.64,166.64
2651,C0152,M,22,Montreal,Lipstick,Beauty,2025-08-15,1,15.1,15.1
2652,C0461,M,25,Calgary,Smartwatch,Electronics,2025-06-28,1,168.88,168.88
2653,C0248,M,34,Edmonton,Smartwatch,Electronics,2025-03-26,2,162.59,325.18
2654,C1420,M,25,Montreal,Shampoo,Beauty,2025-06-13,1,11.49,11.49
2655,C0157,F,51,Ottawa,Vacuum,Home,2025-08-18,3,157.02,471.06
2656,C0600,M,40,Montreal,Headphones,Electronics,2025-07-25,2,71.25,142.5
2657,C1342,F,35,Edmonton,Sneakers,Clothing,2025-04-14,2,76.72,153.44
2658,C0098,F,27,Winnipeg,T-Shirt,Clothing,2025-04-24,3,21.61,64.83
2659,C1102,M,56,Winnipeg,Lipstick,Beauty,2025-07-07,3,15.14,45.42
2660,C0539,M,58,Montreal,Vacuum,Home,2025-09-28,1,161.06,161.06
2661,C0296,F,61,Winnipeg,Camera,Electronics,2025-02-20,1,344.5,344.5
2662,C1455,M,61,Winnipeg,Jacket,Clothing,2025-08-10,1,89.01,89.01
2663,C0400,M,22,Vancouver,Lotion,Beauty,2025-04-21,2,20.03,40.06
2664,C0013,F,60,Edmonton,Kettle,Home,2025-02-24,1,27.53,27.53
2665,C0438,F,34,Ottawa,Blender,Home,2025-01-12,3,84.14,252.42
2666,C1423,F,64,Winnipeg,Smartwatch,Electronics,2025-07-09,1,172.64,172.64
2667,C0665,M,28,Calgary,Lotion,Beauty,2025-06-04,1,21.15,21.15
2668,C0400,F,64,Montreal,Toaster,Home,2025-09-22,1,32.39,32.39
2669,C1068,F,65,Montreal,Toaster,Home,2025-04-14,2,35.77,71.54
2670,C1396,M,36,Toronto,Mouse,Electronics,2025-06-12,1,27.48,27.48
2671,C0374,F,38,Ottawa,Air Fryer,Home,2025-05-21,1,112.1,112.1
2672,C1004,F,61,Ottawa,Smartwatch,Electronics,2025-08-25,1,169.15,169.15
2673,C0559,F,20,Halifax,Blender,Home,2025-02-13,1,89.57,89.57
2674,C0485,M,57,Calgary,Lipstick,Beauty,2025-08-27,1,14.55,14.55
2675,C0417,F,60,Halifax,Dress,Clothing,2025-04-07,1,58.46,58.46
2676,C1108,F,18,Winnipeg,Camera,Electronics,2025-04-08,1,334.34,334.34
2677,C0666,M,41,Vancouver,Camera,Electronics,2025-02-22,1,320,320
2678,C0483,M,53,Calgary,Mascara,Beauty,2025-04-19,4,18.25,73
2679,C1320,F,23,Edmonton,Serum,Beauty,2025-09-14,4,39.62,158.48
2680,C0839,F,27,Ottawa,Camera,Electronics,2025-01-11,1,337.76,337.76
2681,C0106,F,64,Montreal,Mascara,Beauty,2025-06-27,1,17.18,17.18
